"EMPLID","ACAD_CAREER","TERM","TERM_DESCR","FALL_COHORT_DESCR","CLASS_NBR","CLASS_NBR_STR","STDNT_ENRL_STATUS","CRSE_GRADE_OFF","CRSE_GRADE_MODIFIED","DFW_FLAG","TERM_TYPE","CLASS_DESCR","SUBJECT","DESCR_SUBJECT_MISMATCH"
"10000001809",UGRD,"0840",Fall Semester 2015,,36931,"36931",DR,A,N,0,FALL,Fundamentals of CHEM,CHEM,0
"10000001810",LAW,"0990",Fall Semester 2020,,51675,"51675",WL,P,N,1,FALL,Intro to ECON,PHYS,1
"10000001811",GRAD,"1090",Spring Semester 2024,,38646,"38646",EN,P,P,0,SPRING,Seminar in MATH,MATH,0
"10000001812",UGRD,"0810",Fall Semester 2014,Fall Semester 2014,33602,"33602",EN,,N,0,FALL,Fundamentals of CHEM,CHEM,0
"10000001813",LAW,"0830",Summer Semester 2015,,51383,"51383",DR,P,N,0,SUMMER,Intro to PHYS,PHYS,0
"10000001814",UGRD,"1180",Spring Semester 2027,,41047,"41047",WL,,N,1,SPRING,Advanced MATH,MATH,0
"10000001815",LAW,"1070",Summer Semester 2023,,57144,"57144",EN,B,B,0,SUMMER,Fundamentals of CS,BIO,1
"10000001816",GRAD,"1190",Summer Semester 2027,,53901,"53901",DR,C,N,0,SUMMER,Special Topics in ENGL,ECON,1
"10000001817",LAW,"1050",Fall Semester 2022,,47608,"47608",DR,B,N,0,FALL,Fundamentals of HIST,HIST,0
"10000001818",UGRD,"1180",Spring Semester 2027,,51063,"51063",WL,C,N,1,SPRING,Seminar in MATH,MATH,0
"10000001819",LAW,"0950",Summer Semester 2019,,35898,"35898",DR,P,N,0,SUMMER,Workshop: ECON,ECON,0
"10000001820",LAW,"0950",Summer Semester 2019,,36421,"36421",DR,B,N,0,SUMMER,Special Topics in MATH,MATH,0
"10000001821",GRAD,"0900",Fall Semester 2017,,30042,"30042",WL,A,N,1,FALL,Fundamentals of BIO,BIO,0
"10000001822",GRAD,"1180",Spring Semester 2027,,57409,"57409",DR,C,N,0,SPRING,Principles of MATH,CHEM,1
"10000001823",UGRD,"0820",Spring Semester 2015,,41436,"41436",WL,P,N,1,SPRING,Seminar in CHEM,CHEM,0
"10000001824",GRAD,"0960",Fall Semester 2019,Fall Semester 2019,59942,"59942",EN,N,N,0,FALL,Workshop: ENGL,ENGL,0
"10000001825",GRAD,"1060",Spring Semester 2023,,51334,"51334",DR,A,N,0,SPRING,Fundamentals of ART,BIO,1
"10000001826",GRAD,"1180",Spring Semester 2027,,48451,"48451",WL,,N,1,SPRING,Workshop: BIO,BIO,0
"10000001827",GRAD,"1030",Spring Semester 2022,,36465,"36465",WL,N,N,1,SPRING,Principles of HIST,HIST,0
"10000001828",LAW,"0970",Spring Semester 2020,,42789,"42789",WL,,N,1,SPRING,Survey of CHEM,CHEM,0
"10000001829",UGRD,"1010",Summer Semester 2021,,43802,"43802",WL,C,N,1,SUMMER,Seminar in ART,ART,0
"10000001830",UGRD,"0890",Summer Semester 2017,,58562,"58562",EN,C,C,0,SUMMER,Seminar in CS,CS,0
"10000001831",LAW,"0960",Fall Semester 2019,,50089,"50089",DR,C,N,0,FALL,Special Topics in PSYC,PSYC,0
"10000001832",GRAD,"0930",Fall Semester 2018,Fall Semester 2018,56281,"56281",EN,C,C,0,FALL,Principles of MATH,ENGL,1
"10000001833",LAW,"1070",Summer Semester 2023,,59721,"59721",EN,,N,0,SUMMER,Survey of CS,CS,0
"10000001834",LAW,"0960",Fall Semester 2019,Fall Semester 2019,50089,"50089",EN,C,C,0,FALL,Special Topics in PSYC,PSYC,0
"10000001835",UGRD,"0830",Summer Semester 2015,,51383,"51383",EN,B,B,0,SUMMER,Intro to PHYS,PHYS,0
"10000001836",LAW,"0810",Fall Semester 2014,Fall Semester 2014,53027,"53027",EN,A,A,0,FALL,Topics in HIST,HIST,0
"10000001837",UGRD,"1120",Spring Semester 2025,,47968,"47968",WL,A,N,1,SPRING,Lab in CHEM,CHEM,0
"10000001838",UGRD,"0810",Fall Semester 2014,,43277,"43277",WL,P,N,1,FALL,Advanced CS,CS,0
"10000001839",GRAD,"1130",Summer Semester 2025,,46439,"46439",EN,P,P,0,SUMMER,Special Topics in CHEM,MATH,1
"10000001840",GRAD,"1170",Fall Semester 2026,,46920,"46920",WL,B,N,1,FALL,Seminar in ART,ART,0
"10000001841",UGRD,"0930",Fall Semester 2018,,53196,"53196",WL,B,N,1,FALL,Topics in ECON,ECON,0
"10000001842",LAW,"1000",Spring Semester 2021,,43321,"43321",WL,,N,1,SPRING,Principles of ART,ART,0
"10000001843",UGRD,"1020",Fall Semester 2021,,42540,"42540",DR,N,N,0,FALL,Lab in PHYS,PHYS,0
"10000001844",UGRD,"1080",Fall Semester 2023,Fall Semester 2023,32461,"32461",EN,C,C,0,FALL,Fundamentals of BIO,BIO,0
"10000001845",UGRD,"1170",Fall Semester 2026,Fall Semester 2026,47736,"47736",EN,P,P,0,FALL,Topics in ECON,ECON,0
"10000001846",UGRD,"0900",Fall Semester 2017,Fall Semester 2017,39177,"39177",EN,A,A,0,FALL,Survey of CHEM,CHEM,0
"10000001847",UGRD,"0810",Fall Semester 2014,Fall Semester 2014,58788,"58788",EN,B,B,0,FALL,Special Topics in ART,ART,0
"10000001848",UGRD,"1160",Summer Semester 2026,,49136,"49136",WL,N,N,1,SUMMER,Workshop: ECON,ECON,0
"10000001849",UGRD,"1170",Fall Semester 2026,,44713,"44713",WL,C,N,1,FALL,Principles of CS,CS,0
"10000001850",LAW,"0860",Summer Semester 2016,,33162,"33162",EN,P,P,0,SUMMER,Survey of HIST,HIST,0
"10000001851",UGRD,"0840",Fall Semester 2015,,49953,"49953",DR,B,N,0,FALL,Topics in PHYS,PHYS,0
"10000001852",GRAD,"1130",Summer Semester 2025,,55203,"55203",EN,B,B,0,SUMMER,Intro to ENGL,ENGL,0
"10000001853",GRAD,"0860",Summer Semester 2016,,47593,"47593",WL,,N,1,SUMMER,Intro to CHEM,PHYS,1
"10000001854",LAW,"0890",Summer Semester 2017,,59224,"59224",EN,A,A,0,SUMMER,Special Topics in MATH,MATH,0
"10000001855",UGRD,"1170",Fall Semester 2026,,47120,"47120",WL,B,N,1,FALL,Advanced PSYC,HIST,1
"10000001856",GRAD,"0870",Fall Semester 2016,Fall Semester 2016,47832,"47832",EN,B,B,0,FALL,Special Topics in ENGL,PSYC,1
"10000001857",LAW,"1080",Fall Semester 2023,,56583,"56583",WL,N,N,1,FALL,Fundamentals of CS,HIST,1
"10000001858",LAW,"0860",Summer Semester 2016,,47169,"47169",EN,N,N,0,SUMMER,Principles of HIST,HIST,0
"10000001859",LAW,"0840",Fall Semester 2015,Fall Semester 2015,39152,"39152",EN,B,B,0,FALL,Lab in PHYS,PHYS,0
"10000001860",UGRD,"0870",Fall Semester 2016,Fall Semester 2016,35242,"35242",EN,P,P,0,FALL,Survey of HIST,HIST,0
"10000001861",LAW,"1110",Fall Semester 2024,,46922,"46922",DR,N,N,0,FALL,Lab in MATH,MATH,0
"10000001862",GRAD,"0810",Fall Semester 2014,,58262,"58262",WL,,N,1,FALL,Special Topics in MATH,BIO,1
"10000001863",UGRD,"0970",Spring Semester 2020,,39361,"39361",DR,N,N,0,SPRING,Survey of PSYC,PSYC,0
"10000001864",GRAD,"0930",Fall Semester 2018,,30462,"30462",DR,A,N,0,FALL,Special Topics in PSYC,PSYC,0
"10000001865",GRAD,"0820",Spring Semester 2015,,31091,"31091",WL,C,N,1,SPRING,Advanced BIO,BIO,0
"10000001866",UGRD,"1000",Spring Semester 2021,,54986,"54986",DR,A,N,0,SPRING,Lab in BIO,ART,1
"10000001867",GRAD,"1140",Fall Semester 2025,,31457,"31457",DR,C,N,0,FALL,Fundamentals of PSYC,PSYC,0
"10000001868",LAW,"0900",Fall Semester 2017,,54861,"54861",WL,,N,1,FALL,Survey of BIO,BIO,0
"10000001869",LAW,"0900",Fall Semester 2017,Fall Semester 2017,33509,"33509",EN,P,P,0,FALL,Advanced MATH,HIST,1
"10000001870",UGRD,"0980",Summer Semester 2020,,46314,"46314",EN,C,C,0,SUMMER,Principles of MATH,MATH,0
"10000001871",GRAD,"0850",Spring Semester 2016,,58478,"58478",EN,B,B,0,SPRING,Special Topics in ART,MATH,1
"10000001872",LAW,"0810",Fall Semester 2014,Fall Semester 2014,54471,"54471",EN,P,P,0,FALL,Fundamentals of HIST,HIST,0
"10000001873",LAW,"1120",Spring Semester 2025,,39750,"39750",EN,,N,0,SPRING,Advanced CS,CS,0
"10000001874",GRAD,"0910",Spring Semester 2018,,51763,"51763",EN,,N,0,SPRING,Lab in CHEM,CHEM,0
"10000001875",LAW,"0820",Spring Semester 2015,,43978,"43978",WL,A,N,1,SPRING,Topics in HIST,HIST,0
"10000001876",UGRD,"1120",Spring Semester 2025,,56515,"56515",WL,P,N,1,SPRING,Survey of CHEM,CHEM,0
"10000001877",UGRD,"0960",Fall Semester 2019,,58833,"58833",DR,N,N,0,FALL,Fundamentals of ART,ART,0
"10000001878",UGRD,"1120",Spring Semester 2025,,42115,"42115",WL,C,N,1,SPRING,Intro to PSYC,PSYC,0
"10000001879",GRAD,"0810",Fall Semester 2014,Fall Semester 2014,35727,"35727",EN,A,A,0,FALL,Advanced ENGL,ENGL,0
"10000001880",UGRD,"1080",Fall Semester 2023,Fall Semester 2023,53862,"53862",EN,,N,0,FALL,Fundamentals of BIO,BIO,0
"10000001881",UGRD,"0960",Fall Semester 2019,,38965,"38965",DR,B,N,0,FALL,Survey of CS,CS,0
"10000001882",GRAD,"1070",Summer Semester 2023,,56465,"56465",WL,A,N,1,SUMMER,Seminar in HIST,HIST,0
"10000001883",LAW,"1050",Fall Semester 2022,,38641,"38641",WL,A,N,1,FALL,Special Topics in ART,ART,0
"10000001884",UGRD,"1010",Summer Semester 2021,,48647,"48647",WL,C,N,1,SUMMER,Principles of ECON,ECON,0
"10000001885",UGRD,"1170",Fall Semester 2026,,43921,"43921",WL,,N,1,FALL,Intro to BIO,BIO,0
"10000001886",UGRD,"1190",Summer Semester 2027,,35633,"35633",DR,A,N,0,SUMMER,Seminar in BIO,BIO,0
"10000001887",LAW,"1050",Fall Semester 2022,Fall Semester 2022,37299,"37299",EN,A,A,0,FALL,Lab in ART,ART,0
"10000001888",LAW,"0810",Fall Semester 2014,Fall Semester 2014,48427,"48427",EN,A,A,0,FALL,Lab in ENGL,ENGL,0
"10000001889",LAW,"0940",Spring Semester 2019,,39121,"39121",WL,,N,1,SPRING,Fundamentals of ART,ART,0
"10000001890",LAW,"1070",Summer Semester 2023,,58455,"58455",DR,,N,0,SUMMER,Seminar in CS,CS,0
"10000001891",UGRD,"1060",Spring Semester 2023,,34322,"34322",EN,N,N,0,SPRING,Workshop: BIO,BIO,0
"10000001892",LAW,"0920",Summer Semester 2018,,49560,"49560",EN,A,A,0,SUMMER,Principles of BIO,BIO,0
"10000001893",UGRD,"1180",Spring Semester 2027,,42946,"42946",DR,,N,0,SPRING,Survey of ENGL,ENGL,0
"10000001894",GRAD,"0830",Summer Semester 2015,,44282,"44282",DR,N,N,0,SUMMER,Lab in ECON,ECON,0
"10000001895",UGRD,"1030",Spring Semester 2022,,38835,"38835",WL,C,N,1,SPRING,Special Topics in ART,ART,0
"10000001896",GRAD,"0910",Spring Semester 2018,,33183,"33183",WL,,N,1,SPRING,Principles of CHEM,CHEM,0
"10000001897",UGRD,"1000",Spring Semester 2021,,40649,"40649",EN,B,B,0,SPRING,Topics in CS,CS,0
"10000001898",UGRD,"1170",Fall Semester 2026,,32018,"32018",DR,C,N,0,FALL,Seminar in ENGL,HIST,1
"10000001899",GRAD,"0810",Fall Semester 2014,,33593,"33593",DR,C,N,0,FALL,Workshop: ENGL,ENGL,0
"10000001900",GRAD,"1120",Spring Semester 2025,,45118,"45118",EN,B,B,0,SPRING,Principles of ECON,ECON,0
"10000001901",UGRD,"1130",Summer Semester 2025,,45651,"45651",WL,N,N,1,SUMMER,Intro to CS,CHEM,1
"10000001902",GRAD,"1120",Spring Semester 2025,,45049,"45049",DR,P,N,0,SPRING,Advanced ENGL,ENGL,0
"10000001903",GRAD,"0840",Fall Semester 2015,Fall Semester 2015,35076,"35076",EN,,N,0,FALL,Topics in BIO,BIO,0
"10000001904",LAW,"0940",Spring Semester 2019,,47783,"47783",WL,A,N,1,SPRING,Seminar in ART,ART,0
"10000001905",UGRD,"0960",Fall Semester 2019,Fall Semester 2019,31946,"31946",EN,N,N,0,FALL,Fundamentals of ART,ART,0
"10000001906",GRAD,"1040",Summer Semester 2022,,48069,"48069",DR,,N,0,SUMMER,Seminar in BIO,BIO,0
"10000001907",GRAD,"1120",Spring Semester 2025,,45075,"45075",EN,,N,0,SPRING,Topics in ART,ART,0
"10000001908",UGRD,"0950",Summer Semester 2019,,54891,"54891",WL,C,N,1,SUMMER,Intro to PHYS,PHYS,0
"10000001909",UGRD,"0940",Spring Semester 2019,,46478,"46478",WL,N,N,1,SPRING,Fundamentals of MATH,MATH,0
"10000001910",GRAD,"1120",Spring Semester 2025,,37943,"37943",EN,N,N,0,SPRING,Advanced ENGL,ENGL,0
"10000001911",UGRD,"0930",Fall Semester 2018,,40798,"40798",DR,A,N,0,FALL,Principles of ECON,ECON,0
"10000001912",GRAD,"0980",Summer Semester 2020,,59264,"59264",DR,A,N,0,SUMMER,Seminar in PHYS,CHEM,1
"10000001913",LAW,"0880",Spring Semester 2017,,38333,"38333",WL,,N,1,SPRING,Seminar in HIST,HIST,0
"10000001914",GRAD,"1040",Summer Semester 2022,,50844,"50844",EN,C,C,0,SUMMER,Lab in HIST,HIST,0
"10000001915",GRAD,"1120",Spring Semester 2025,,48541,"48541",EN,,N,0,SPRING,Topics in ECON,ECON,0
"10000001916",UGRD,"1000",Spring Semester 2021,,37776,"37776",DR,P,N,0,SPRING,Lab in ENGL,ENGL,0
"10000001917",UGRD,"1130",Summer Semester 2025,,36930,"36930",EN,N,N,0,SUMMER,Seminar in PSYC,PSYC,0
"10000001918",UGRD,"0940",Spring Semester 2019,,34978,"34978",WL,N,N,1,SPRING,Special Topics in BIO,BIO,0
"10000001919",GRAD,"0910",Spring Semester 2018,,53636,"53636",WL,N,N,1,SPRING,Workshop: ECON,PHYS,1
"10000001920",UGRD,"1180",Spring Semester 2027,,59192,"59192",DR,C,N,0,SPRING,Fundamentals of MATH,PSYC,1
"10000001921",LAW,"0940",Spring Semester 2019,,51799,"51799",WL,N,N,1,SPRING,Workshop: ENGL,ENGL,0
"10000001922",GRAD,"0840",Fall Semester 2015,,33396,"33396",DR,B,N,0,FALL,Special Topics in BIO,BIO,0
"10000001923",LAW,"1060",Spring Semester 2023,,54404,"54404",DR,N,N,0,SPRING,Principles of BIO,BIO,0
"10000001924",LAW,"1060",Spring Semester 2023,,42450,"42450",EN,,N,0,SPRING,Intro to CS,ECON,1
"10000001925",LAW,"1080",Fall Semester 2023,Fall Semester 2023,36888,"36888",EN,P,P,0,FALL,Special Topics in ENGL,ENGL,0
"10000001926",GRAD,"0850",Spring Semester 2016,,47719,"47719",EN,C,C,0,SPRING,Lab in CS,CS,0
"10000001927",GRAD,"0890",Summer Semester 2017,,43909,"43909",EN,P,P,0,SUMMER,Intro to ENGL,ENGL,0
"10000001928",UGRD,"0930",Fall Semester 2018,,39266,"39266",WL,P,N,1,FALL,Principles of ENGL,ECON,1
"10000001929",LAW,"0970",Spring Semester 2020,,51444,"51444",DR,A,N,0,SPRING,Principles of CS,CS,0
"10000001930",UGRD,"1190",Summer Semester 2027,,52413,"52413",DR,P,N,0,SUMMER,Fundamentals of MATH,CHEM,1
"10000001931",GRAD,"1010",Summer Semester 2021,,32189,"32189",WL,P,N,1,SUMMER,Survey of ART,ART,0
"10000001932",LAW,"1150",Spring Semester 2026,,54777,"54777",DR,A,N,0,SPRING,Fundamentals of CHEM,CHEM,0
"10000001933",GRAD,"1160",Summer Semester 2026,,30107,"30107",EN,P,P,0,SUMMER,Lab in ENGL,ENGL,0
"10000001934",LAW,"0850",Spring Semester 2016,,49243,"49243",DR,A,N,0,SPRING,Lab in ECON,ECON,0
"10000001935",LAW,"0920",Summer Semester 2018,,53882,"53882",WL,,N,1,SUMMER,Fundamentals of HIST,HIST,0
"10000001936",GRAD,"0850",Spring Semester 2016,,47896,"47896",WL,,N,1,SPRING,Lab in ENGL,ENGL,0
"10000001937",UGRD,"0880",Spring Semester 2017,,43770,"43770",WL,,N,1,SPRING,Advanced PSYC,PSYC,0
"10000001938",GRAD,"0820",Spring Semester 2015,,35162,"35162",DR,N,N,0,SPRING,Workshop: HIST,ENGL,1
"10000001939",UGRD,"0820",Spring Semester 2015,,35621,"35621",DR,P,N,0,SPRING,Advanced HIST,HIST,0
"10000001940",UGRD,"1120",Spring Semester 2025,,32952,"32952",EN,C,C,0,SPRING,Principles of CS,CS,0
"10000001941",UGRD,"0840",Fall Semester 2015,Fall Semester 2015,51948,"51948",EN,A,A,0,FALL,Seminar in PHYS,PHYS,0
"10000001942",UGRD,"0850",Spring Semester 2016,,55664,"55664",DR,N,N,0,SPRING,Intro to HIST,HIST,0
"10000001943",LAW,"1060",Spring Semester 2023,,41568,"41568",EN,N,N,0,SPRING,Topics in CS,CS,0
"10000001944",GRAD,"0950",Summer Semester 2019,,48930,"48930",DR,,N,0,SUMMER,Lab in HIST,BIO,1
"10000001945",LAW,"0860",Summer Semester 2016,,54415,"54415",DR,C,N,0,SUMMER,Fundamentals of ENGL,ENGL,0
"10000001946",LAW,"1140",Fall Semester 2025,,56888,"56888",DR,N,N,0,FALL,Topics in HIST,MATH,1
"10000001947",LAW,"1110",Fall Semester 2024,Fall Semester 2024,57335,"57335",EN,,N,0,FALL,Fundamentals of ART,ART,0
"10000001948",UGRD,"1050",Fall Semester 2022,,56016,"56016",WL,N,N,1,FALL,Workshop: ECON,ECON,0
"10000001949",GRAD,"1030",Spring Semester 2022,,57364,"57364",WL,N,N,1,SPRING,Topics in MATH,MATH,0
"10000001950",LAW,"0830",Summer Semester 2015,,56357,"56357",DR,B,N,0,SUMMER,Principles of ENGL,CHEM,1
"10000001951",UGRD,"1150",Spring Semester 2026,,31010,"31010",WL,B,N,1,SPRING,Special Topics in ENGL,ECON,1
"10000001952",GRAD,"1150",Spring Semester 2026,,46402,"46402",EN,,N,0,SPRING,Principles of BIO,BIO,0
"10000001953",UGRD,"1120",Spring Semester 2025,,59172,"59172",EN,P,P,0,SPRING,Principles of ART,HIST,1
"10000001954",UGRD,"0870",Fall Semester 2016,,56833,"56833",DR,,N,0,FALL,Intro to BIO,BIO,0
"10000001955",UGRD,"1030",Spring Semester 2022,,45592,"45592",WL,P,N,1,SPRING,Advanced CS,CS,0
"10000001956",UGRD,"0990",Fall Semester 2020,,58559,"58559",DR,B,N,0,FALL,Principles of ENGL,ENGL,0
"10000001957",LAW,"0820",Spring Semester 2015,,33901,"33901",EN,P,P,0,SPRING,Workshop: CS,CS,0
"10000001958",LAW,"0980",Summer Semester 2020,,38823,"38823",DR,A,N,0,SUMMER,Survey of BIO,BIO,0
"10000001959",UGRD,"1070",Summer Semester 2023,,41175,"41175",DR,C,N,0,SUMMER,Topics in CHEM,CHEM,0
"10000001960",UGRD,"0810",Fall Semester 2014,Fall Semester 2014,54966,"54966",EN,P,P,0,FALL,Topics in CS,CS,0
"10000001961",GRAD,"1040",Summer Semester 2022,,48069,"48069",WL,,N,1,SUMMER,Seminar in BIO,BIO,0
"10000001962",LAW,"0990",Fall Semester 2020,Fall Semester 2020,37816,"37816",EN,,N,0,FALL,Survey of PSYC,PSYC,0
"10000001963",LAW,"0870",Fall Semester 2016,,40983,"40983",WL,,N,1,FALL,Principles of HIST,HIST,0
"10000001964",GRAD,"1170",Fall Semester 2026,,39028,"39028",DR,P,N,0,FALL,Principles of ECON,PSYC,1
"10000001965",LAW,"0890",Summer Semester 2017,,37579,"37579",DR,N,N,0,SUMMER,Workshop: ENGL,ENGL,0
"10000001966",UGRD,"1120",Spring Semester 2025,,32383,"32383",WL,P,N,1,SPRING,Special Topics in CHEM,CHEM,0
"10000001967",GRAD,"0980",Summer Semester 2020,,37895,"37895",WL,N,N,1,SUMMER,Seminar in CHEM,CHEM,0
"10000001968",UGRD,"0850",Spring Semester 2016,,43513,"43513",DR,B,N,0,SPRING,Intro to ENGL,BIO,1
"10000001969",LAW,"0860",Summer Semester 2016,,45215,"45215",DR,A,N,0,SUMMER,Seminar in ECON,ECON,0
"10000001970",LAW,"0870",Fall Semester 2016,Fall Semester 2016,43413,"43413",EN,N,N,0,FALL,Principles of HIST,HIST,0
"10000001971",GRAD,"0900",Fall Semester 2017,Fall Semester 2017,31761,"31761",EN,B,B,0,FALL,Seminar in ENGL,ENGL,0
"10000001972",UGRD,"1150",Spring Semester 2026,,59057,"59057",WL,P,N,1,SPRING,Principles of MATH,MATH,0
"10000001973",UGRD,"0810",Fall Semester 2014,,51777,"51777",WL,N,N,1,FALL,Workshop: PSYC,PSYC,0
"10000001974",GRAD,"0950",Summer Semester 2019,,48327,"48327",EN,B,B,0,SUMMER,Principles of CS,CS,0
"10000001975",GRAD,"0860",Summer Semester 2016,,31779,"31779",DR,P,N,0,SUMMER,Advanced BIO,BIO,0
"10000001976",UGRD,"1120",Spring Semester 2025,,38294,"38294",WL,C,N,1,SPRING,Workshop: BIO,MATH,1
"10000001977",LAW,"0880",Spring Semester 2017,,58495,"58495",WL,A,N,1,SPRING,Lab in ENGL,PSYC,1
"10000001978",LAW,"1100",Summer Semester 2024,,57944,"57944",DR,P,N,0,SUMMER,Workshop: PHYS,PHYS,0
"10000001979",UGRD,"1190",Summer Semester 2027,,41703,"41703",DR,A,N,0,SUMMER,Topics in CHEM,CHEM,0
"10000001980",LAW,"1120",Spring Semester 2025,,38723,"38723",EN,P,P,0,SPRING,Advanced HIST,HIST,0
"10000001981",GRAD,"1090",Spring Semester 2024,,58534,"58534",WL,B,N,1,SPRING,Special Topics in PSYC,ENGL,1
"10000001982",GRAD,"1030",Spring Semester 2022,,54669,"54669",WL,N,N,1,SPRING,Principles of CHEM,CHEM,0
"10000001983",UGRD,"0950",Summer Semester 2019,,52591,"52591",DR,B,N,0,SUMMER,Seminar in CS,CHEM,1
"10000001984",LAW,"0840",Fall Semester 2015,,44878,"44878",WL,N,N,1,FALL,Special Topics in MATH,MATH,0
"10000001985",GRAD,"1000",Spring Semester 2021,,37776,"37776",WL,N,N,1,SPRING,Lab in ENGL,ENGL,0
"10000001986",GRAD,"1170",Fall Semester 2026,,43921,"43921",WL,A,N,1,FALL,Intro to BIO,BIO,0
"10000001987",UGRD,"0970",Spring Semester 2020,,58858,"58858",DR,P,N,0,SPRING,Lab in PHYS,PHYS,0
"10000001988",GRAD,"0880",Spring Semester 2017,,37538,"37538",DR,A,N,0,SPRING,Principles of PSYC,PSYC,0
"10000001989",GRAD,"0830",Summer Semester 2015,,41260,"41260",DR,B,N,0,SUMMER,Advanced HIST,HIST,0
"10000001990",GRAD,"1170",Fall Semester 2026,,32018,"32018",DR,A,N,0,FALL,Seminar in ENGL,HIST,1
"10000001991",UGRD,"1030",Spring Semester 2022,,30203,"30203",EN,P,P,0,SPRING,Lab in ECON,ECON,0
"10000001992",UGRD,"0970",Spring Semester 2020,,36137,"36137",DR,B,N,0,SPRING,Intro to PHYS,PHYS,0
"10000001993",LAW,"0930",Fall Semester 2018,,34258,"34258",DR,A,N,0,FALL,Intro to BIO,BIO,0
"10000001994",LAW,"0890",Summer Semester 2017,,40971,"40971",WL,N,N,1,SUMMER,Seminar in CHEM,CHEM,0
"10000001995",GRAD,"0810",Fall Semester 2014,,36122,"36122",DR,C,N,0,FALL,Special Topics in ENGL,ENGL,0
"10000001996",LAW,"0980",Summer Semester 2020,,41536,"41536",DR,B,N,0,SUMMER,Principles of BIO,BIO,0
"10000001997",UGRD,"0980",Summer Semester 2020,,46314,"46314",EN,,N,0,SUMMER,Principles of MATH,MATH,0
"10000001998",LAW,"0980",Summer Semester 2020,,30920,"30920",WL,A,N,1,SUMMER,Workshop: HIST,CHEM,1
"10000001999",UGRD,"0960",Fall Semester 2019,,53306,"53306",DR,,N,0,FALL,Intro to HIST,MATH,1
"10000002000",GRAD,"1150",Spring Semester 2026,,35528,"35528",WL,C,N,1,SPRING,Workshop: HIST,HIST,0
"10000002001",LAW,"0900",Fall Semester 2017,Fall Semester 2017,49590,"49590",EN,N,N,0,FALL,Principles of ECON,ART,1
"10000002002",GRAD,"0860",Summer Semester 2016,,44397,"44397",EN,C,C,0,SUMMER,Advanced ECON,ECON,0
"10000002003",LAW,"0990",Fall Semester 2020,,44207,"44207",DR,B,N,0,FALL,Advanced MATH,MATH,0
"10000002004",GRAD,"1090",Spring Semester 2024,,40550,"40550",DR,N,N,0,SPRING,Lab in ENGL,ENGL,0
"10000002005",GRAD,"1100",Summer Semester 2024,,31893,"31893",EN,C,C,0,SUMMER,Seminar in ECON,ECON,0
"10000002006",LAW,"0950",Summer Semester 2019,,59869,"59869",WL,A,N,1,SUMMER,Special Topics in ART,MATH,1
"10000002007",UGRD,"0820",Spring Semester 2015,,48416,"48416",WL,A,N,1,SPRING,Topics in PHYS,PHYS,0
"10000002008",GRAD,"0850",Spring Semester 2016,,31364,"31364",EN,N,N,0,SPRING,Seminar in HIST,HIST,0
"10000002009",GRAD,"1000",Spring Semester 2021,,45293,"45293",DR,B,N,0,SPRING,Topics in ART,ART,0
"10000002010",GRAD,"0970",Spring Semester 2020,,51444,"51444",WL,P,N,1,SPRING,Principles of CS,CS,0
"10000002011",UGRD,"1170",Fall Semester 2026,,34207,"34207",DR,B,N,0,FALL,Principles of CHEM,CHEM,0
"10000002012",GRAD,"0950",Summer Semester 2019,,41169,"41169",WL,A,N,1,SUMMER,Workshop: ART,ART,0
"10000002013",GRAD,"1000",Spring Semester 2021,,32570,"32570",DR,,N,0,SPRING,Special Topics in HIST,HIST,0
"10000002014",LAW,"1130",Summer Semester 2025,,52263,"52263",EN,P,P,0,SUMMER,Workshop: ECON,PSYC,1
"10000002015",UGRD,"1050",Fall Semester 2022,,55584,"55584",DR,N,N,0,FALL,Fundamentals of HIST,HIST,0
"10000002016",GRAD,"0830",Summer Semester 2015,,56357,"56357",DR,B,N,0,SUMMER,Principles of ENGL,CHEM,1
"10000002017",GRAD,"0880",Spring Semester 2017,,35467,"35467",EN,P,P,0,SPRING,Intro to ENGL,ENGL,0
"10000002018",UGRD,"0840",Fall Semester 2015,,54709,"54709",WL,,N,1,FALL,Survey of CS,CS,0
"10000002019",LAW,"1090",Spring Semester 2024,,53908,"53908",DR,C,N,0,SPRING,Topics in ECON,ECON,0
"10000002020",GRAD,"1160",Summer Semester 2026,,33816,"33816",EN,,N,0,SUMMER,Special Topics in PSYC,BIO,1
"10000002021",UGRD,"1110",Fall Semester 2024,,55361,"55361",WL,C,N,1,FALL,Intro to HIST,HIST,0
"10000002022",UGRD,"0850",Spring Semester 2016,,31190,"31190",DR,C,N,0,SPRING,Topics in CS,CS,0
"10000002023",GRAD,"0910",Spring Semester 2018,,51872,"51872",EN,C,C,0,SPRING,Survey of ENGL,ENGL,0
"10000002024",GRAD,"1060",Spring Semester 2023,,45154,"45154",EN,P,P,0,SPRING,Seminar in ART,ART,0
"10000002025",GRAD,"1050",Fall Semester 2022,,38873,"38873",WL,N,N,1,FALL,Survey of MATH,ECON,1
"10000002026",GRAD,"1050",Fall Semester 2022,,46874,"46874",DR,C,N,0,FALL,Advanced ART,ART,0
"10000002027",UGRD,"0930",Fall Semester 2018,Fall Semester 2018,59496,"59496",EN,,N,0,FALL,Intro to PSYC,PSYC,0
"10000002028",UGRD,"1090",Spring Semester 2024,,31686,"31686",WL,C,N,1,SPRING,Advanced CS,PHYS,1
